GramPanchayatName,IHHLTotalAsPerDetails,IHHLTotalAch,Standard of living index,Standard of living state rank,Health index,Health state rank,Education index,Education state rank,HDI,HDI state rank
yergera,2290.0,324.0,0.0874,4877.0,1.0,1.0,0.5498,5272.0,0.3636,4938.0
alabanur,901.0,308.0,0.1312,3125.0,1.0,1.0,0.5745,5019.0,0.4224,3526.0
udamagal,1122.0,159.0,0.0838,5000.0,1.0,1.0,0.5759,4996.0,0.3641,4923.0
hiredinni,1458.0,471.0,0.1015,4338.0,1.0,1.0,0.6377,3802.0,0.4016,4118.0
halkavatagi,926.0,207.0,0.0686,5421.0,1.0,1.0,0.6127,4402.0,0.3476,5212.0
bhumanagunda,788.0,157.0,0.0547,5701.0,1.0,1.0,0.5567,5200.0,0.3123,5632.0
malledevaragudda,1063.0,970.0,0.0985,4472.0,1.0,1.0,0.469,5690.0,0.3588,5025.0
chittapura,889.0,115.0,0.0997,4425.0,1.0,1.0,0.6203,4243.0,0.3955,4266.0
chincharaki,684.0,65.0,0.0722,5331.0,1.0,1.0,0.5112,5536.0,0.3329,5414.0
digganayakanabhavi,55.0,5.0,0.0568,5672.0,0.9758,2796.0,0.5386,5365.0,0.3101,5651.0
anabi,1334.0,175.0,0.0535,5719.0,1.0,1.0,0.4676,5696.0,0.2924,5766.0
chamnal,1849.0,467.0,0.0619,5562.0,0.5313,5885.0,0.541,5340.0,0.261,5852.0
gogikona,276.0,183.0,0.1059,4176.0,0.7222,5829.0,0.6812,2405.0,0.3735,4754.0
gonal,1508.0,146.0,0.054000000000000006,5710.0,0.951,4134.0,0.7398,485.0,0.3362,5375.0
gulsaram,1322.0,222.0,0.1099,4038.0,1.0,1.0,0.4951,5605.0,0.3789,4652.0
halgera,955.0,363.0,0.0861,4913.0,0.9758,2796.0,0.5751,5004.0,0.3642,4920.0
hattigudur,1171.0,388.0,0.1104,4019.0,0.6906,5850.0,0.6185,4281.0,0.3613,4984.0
hoskera,993.0,223.0,0.0599,5600.0,0.8443,5544.0,0.2727,5886.0,0.2398,5869.0
kadamgera,256.0,65.0,0.0439,5813.0,0.8578,5472.0,0.4049,5819.0,0.248,5865.0
khanapur,532.0,309.0,0.0912,4759.0,1.0,1.0,0.6133,4391.0,0.3824,4579.0
konkal,1372.0,115.0,0.0827,5041.0,0.9255,4748.0,0.5641,5128.0,0.3508,5163.0
kurkunda,910.0,253.0,0.0699,5387.0,0.9255,4748.0,0.4913,5623.0,0.3167,5589.0
naikal,1306.0,304.0,0.0984,4477.0,0.879,5288.0,0.4967,5595.0,0.3502,5171.0
rastapur,541.0,222.0,0.0689,5416.0,0.6882,5851.0,0.5065,5556.0,0.2885,5783.0
sagar,1591.0,217.0,0.1118,3952.0,0.6348,5871.0,0.5623,5147.0,0.3417,5288.0
t.wadagera,1644.0,344.0,0.0699,5386.0,0.879,5288.0,0.6732,2684.0,0.3459,5236.0
agni     .,486.0,101.0,0.0689,5414.0,0.8443,5544.0,0.5978,4675.0,0.3265,5493.0
aldal,1444.0,193.0,0.0413,5829.0,1.0,1.0,0.5613,5165.0,0.2852,5798.0
arakera j.,642.0,300.0,0.0676,5439.0,0.951,4134.0,0.6297,4010.0,0.3433,5265.0
arkera.k,1332.0,242.0,0.0866,4901.0,0.8722,5365.0,0.6019,4608.0,0.3569,5061.0
baichabal,1363.0,187.0,0.0729,5315.0,0.8155,5661.0,0.5328,5412.0,0.3163,5595.0
bailakunti,1274.0,185.0,0.034,5854.0,0.8722,5365.0,0.4028,5820.0,0.2285,5875.0
baradevanal,1000.0,166.0,0.037000000000000005,5847.0,0.9758,2796.0,0.5775,4972.0,0.2752,5825.0
devapur,1208.0,282.0,0.0883,4851.0,0.8722,5365.0,0.5787,4959.0,0.3545,5108.0
devatkal,1105.0,295.0,0.0724,5326.0,0.8722,5365.0,0.5012,5579.0,0.3164,5594.0
devikera,631.0,273.0,0.0727,5322.0,0.8992,5081.0,0.3671,5857.0,0.2884,5784.0
geddalamari,1002.0,210.0,0.0224,5875.0,0.8722,5365.0,0.3765,5854.0,0.1946,5883.0
hagaratagi,1193.0,253.0,0.0587,5619.0,0.8578,5472.0,0.5863,4841.0,0.3091,5663.0
hemnur,1401.0,102.0,0.0323,5861.0,0.8578,5472.0,0.5682,5091.0,0.2505,5863.0
hunasagi,2271.0,824.0,0.1344,2966.0,0.8155,5661.0,0.7448,407.0,0.4338,3150.0
jogandabhavi,1568.0,503.0,0.0582,5633.0,0.9758,2796.0,0.6658,2924.0,0.3357,5386.0
kachakanoor,975.0,104.0,0.0657,5476.0,1.0,1.0,0.6295,4018.0,0.3459,5237.0
kamanatagi,1375.0,369.0,0.0541,5705.0,0.7667,5785.0,0.4361,5776.0,0.2626,5848.0
karadkall,645.0,112.0,0.0651,5490.0,0.8992,5081.0,0.4568,5722.0,0.299,5731.0
malagatti,441.0,115.0,0.049,5769.0,0.7905,5744.0,0.5819,4912.0,0.2826,5809.0
malanoor,1600.0,267.0,0.0577,5644.0,0.8722,5365.0,0.5349,5394.0,0.2996,5726.0
malla b.,1043.0,241.0,0.0718,5339.0,0.951,4134.0,0.5622,5150.0,0.3374,5355.0
marnal,1242.0,400.0,0.0349,5853.0,0.7546,5800.0,0.4687,5694.0,0.2311,5873.0
mudanoor k,362.0,115.0,0.0905,4783.0,0.7422,5818.0,0.6156,4350.0,0.3458,5240.0
naganoor,922.0,201.0,0.0647,5499.0,0.9255,4748.0,0.6992,1739.0,0.3473,5218.0
peth ammapur,1073.0,325.0,0.0645,5505.0,0.8443,5544.0,0.5448,5319.0,0.3095,5654.0
rajankollur,961.0,253.0,0.0684,5423.0,0.8443,5544.0,0.4984,5587.0,0.3065,5680.0
tinthani,1593.0,146.0,0.063,5537.0,0.951,4134.0,0.539,5358.0,0.3185,5570.0
wajjal,1776.0,295.0,0.0712,5351.0,0.9758,2796.0,0.6532,3362.0,0.3567,5064.0
yaktapur,1691.0,150.0,0.0626,5546.0,0.9758,2796.0,0.6495,3481.0,0.341,5297.0
yalagi,1040.0,210.0,0.08199999999999999,5065.0,0.9758,2796.0,0.5946,4733.0,0.3623,4962.0
yevoor,258.0,111.0,0.0701,5379.0,0.8992,5081.0,0.5477,5290.0,0.3256,5503.0
ajlapur,1088.0,228.0,0.0849,4964.0,0.8992,5081.0,0.4478,5753.0,0.3245,5516.0
anapur,999.0,433.0,0.0954,4602.0,0.6633,5864.0,0.4687,5692.0,0.3095,5655.0
arakera.k,654.0,355.0,0.1089,4065.0,0.9255,4748.0,0.3964,5833.0,0.3419,5286.0
arkera.b.,563.0,182.0,0.0585,5627.0,0.9255,4748.0,0.2885,5883.0,0.25,5864.0
badiyal,622.0,195.0,0.098,4493.0,0.8135,5711.0,0.6042,4569.0,0.3638,4930.0
balichakra,1361.0,732.0,0.0959,4577.0,0.8155,5661.0,0.3408,5872.0,0.2987,5734.0
bandahalli,1200.0,305.0,0.1403,2714.0,0.9255,4748.0,0.6564,3253.0,0.4401,2930.0
belagundi,572.0,140.0,0.1133,3897.0,0.8992,5081.0,0.5606,5170.0,0.3851,4511.0
chandraki,711.0,85.0,0.1006,4376.0,0.951,4134.0,0.26,5892.0,0.2919,5771.0
chapatla,965.0,244.0,0.0767,5222.0,0.951,4134.0,0.3984,5827.0,0.3074,5673.0
chinnakara,1253.0,386.0,0.1052,4200.0,0.7546,5800.0,0.4429,5763.0,0.3276,5482.0
gajarkot,305.0,177.0,0.0728,5318.0,0.8992,5081.0,0.3437,5869.0,0.2823,5810.0
haligera,425.0,144.0,0.0598,5602.0,0.951,4134.0,0.4787,5659.0,0.3009,5720.0
hattikuni,776.0,269.0,0.0986,4465.0,0.8155,5661.0,0.5771,4982.0,0.3594,5011.0
honageri,1022.0,530.0,0.0521,5737.0,0.8135,5711.0,0.3846,5846.0,0.2535,5860.0
jaigram,606.0,151.0,0.069,5413.0,0.8155,5661.0,0.4939,5612.0,0.3028,5707.0
kadechur,1587.0,797.0,0.1025,4307.0,0.8155,5661.0,0.534,5402.0,0.3547,5100.0
kakalwar,587.0,135.0,0.1003,4395.0,0.9255,4748.0,0.3205,5879.0,0.3099,5653.0
kalebelgunda,639.0,175.0,0.0712,5350.0,0.8359,5608.0,0.5451,5316.0,0.319,5565.0
kandkuru,527.0,199.0,0.0939,4669.0,0.8155,5661.0,0.4945,5608.0,0.3358,5383.0
killankera,1314.0,589.0,0.0829,5035.0,0.9758,2796.0,0.3638,5861.0,0.3087,5666.0
madwar,832.0,187.0,0.0616,5567.0,0.8135,5711.0,0.6083,4498.0,0.3124,5630.0
malhar,425.0,146.0,0.0649,5497.0,0.9255,4748.0,0.3615,5863.0,0.27899999999999997,5819.0
minaspur,655.0,153.0,0.0952,4612.0,0.9255,4748.0,0.531,5425.0,0.3603,5000.0
motnalli,621.0,125.0,0.0724,5327.0,0.7667,5785.0,0.2443,5896.0,0.2384,5871.0
mudnal,967.0,497.0,0.0844,4977.0,0.9255,4748.0,0.3258,5878.0,0.2942,5756.0
paspool,650.0,235.0,0.0631,5535.0,0.951,4134.0,0.415,5804.0,0.2921,5770.0
putpak,1237.0,462.0,0.0946,4631.0,0.6882,5851.0,0.6373,3817.0,0.3462,5232.0
ramsamudra,632.0,300.0,0.0836,5004.0,0.9255,4748.0,0.4117,5808.0,0.317,5584.0
thanagundi,1362.0,670.0,0.1211,3558.0,0.8155,5661.0,0.5733,5029.0,0.384,4535.0
varkanalli,929.0,392.0,0.0517,5741.0,1.0,1.0,0.5699,5065.0,0.3089,5664.0
yalsatti,836.0,236.0,0.0779,5184.0,0.8992,5081.0,0.5034,5568.0,0.3279,5480.0
yargol,839.0,329.0,0.0627,5544.0,0.7667,5785.0,0.5241,5468.0,0.2932,5761.0
yleri,1094.0,329.0,0.1051,4203.0,0.951,4134.0,0.3293,5875.0,0.3204,5557.0
hegganadoddi,370.0,139.0,0.1038,4260.0,0.951,4134.0,0.4877,5632.0,0.3638,4931.0
agaradahalli,977.0,977.0,0.2213,659.0,1.0,1.0,0.6198,4257.0,0.5157,927.0
anaveri,1107.0,1107.0,0.1601,1981.0,1.0,1.0,0.6083,4497.0,0.4601,2244.0
antharagange,1544.0,1544.0,0.2099,829.0,0.951,4134.0,0.6925,1979.0,0.517,906.0
arahatholalu,762.0,762.0,0.2188,685.0,0.951,4134.0,0.6714,2738.0,0.5188,872.0
aralahalli,692.0,692.0,0.2714,207.0,1.0,1.0,0.716,1156.0,0.5792,201.0
aralikoppa,1241.0,1241.0,0.2003,999.0,1.0,1.0,0.6595,3150.0,0.5093,1053.0
arebilachi,1084.0,1084.0,0.182,1363.0,0.9758,2796.0,0.503,5570.0,0.447,2686.0
attigunda,922.0,922.0,0.2531,334.0,1.0,1.0,0.5847,4868.0,0.529,713.0
baranduru,1004.0,1004.0,0.268,222.0,0.951,4134.0,0.5675,5099.0,0.5249,773.0
bilaki,629.0,629.0,0.2157,743.0,1.0,1.0,0.6042,4571.0,0.507,1085.0
dasarakallahalli,1006.0,1006.0,0.1697,1688.0,1.0,1.0,0.6894,2105.0,0.4891,1489.0
gudumagatta,541.0,541.0,0.1785,1456.0,0.951,4134.0,0.5841,4877.0,0.4628,2150.0
hiriyuru,843.0,843.0,0.2447,418.0,0.9758,2796.0,0.6453,3602.0,0.5361,622.0
holehonnuru-i,1655.0,1655.0,0.2471,391.0,0.9758,2796.0,0.7099,1377.0,0.5552,384.0
kagekodamaggi,1391.0,1391.0,0.2452,409.0,1.0,1.0,0.5889,4809.0,0.5246,781.0
kallahal,595.0,595.0,0.2028,948.0,0.8992,5081.0,0.5503,5268.0,0.4647,2093.0
kambadalu hosuru,1139.0,1139.0,0.1925,1161.0,1.0,1.0,0.7122,1278.0,0.5157,930.0
kudligere,1347.0,1347.0,0.166,1807.0,1.0,1.0,0.4719,5677.0,0.4279,3339.0
kummaranahalli,1205.0,1205.0,0.2061,886.0,0.9758,2796.0,0.5404,5345.0,0.4772,1739.0
mangote,697.0,697.0,0.1521,2242.0,0.9758,2796.0,0.6118,4419.0,0.4494,2605.0
mydolalu,1063.0,1063.0,0.1616,1944.0,1.0,1.0,0.6557,3283.0,0.4732,1849.0
nagathibelagalu,750.0,750.0,0.2547,321.0,1.0,1.0,0.6339,3902.0,0.5445,517.0
nimbegondi,743.0,743.0,0.2654,235.0,1.0,1.0,0.7372,539.0,0.5806,189.0
sidlipura,261.0,261.0,0.1733,1596.0,0.951,4134.0,0.6011,4618.0,0.4627,2155.0
singanamane,1647.0,1647.0,0.2562,303.0,0.951,4134.0,0.7035,1583.0,0.5555,383.0
sydarakallahalli,881.0,881.0,0.1502,2312.0,1.0,1.0,0.6611,3089.0,0.4631,2143.0
tavaragatta,826.0,826.0,0.2329,526.0,0.951,4134.0,0.6737,2664.0,0.5304,690.0
thadasa,1241.0,1241.0,0.1549,2154.0,0.9255,4748.0,0.6207,4235.0,0.4465,2699.0
veerapura,887.0,887.0,0.2509,362.0,1.0,1.0,0.7128,1265.0,0.5634,296.0
yedehalli,2014.0,2014.0,0.1902,1206.0,1.0,1.0,0.6835,2321.0,0.5066,1096.0
yerehalli,1126.0,1126.0,0.2003,1000.0,1.0,1.0,0.7015,1646.0,0.5199,854.0
amrutha,850.0,850.0,0.20199999999999999,964.0,1.0,1.0,0.7879999999999999,40.0,0.5419,550.0
andagadhudhuru,377.0,377.0,0.1793,1433.0,1.0,1.0,0.789,3.0,0.521,840.0
aramanekoppa,615.0,615.0,0.2042,918.0,1.0,1.0,0.789,3.0,0.5441,523.0
arasalu,1102.0,1102.0,0.16899999999999998,1715.0,0.9758,2796.0,0.7885,39.0,0.5066,1098.0
baluru,498.0,498.0,0.1804,1406.0,1.0,1.0,0.7886,38.0,0.5221,831.0
belluru,508.0,508.0,0.1536,2188.0,1.0,1.0,0.789,3.0,0.4949,1337.0
chikkajeni,1010.0,1010.0,0.1749,1545.0,1.0,1.0,0.789,3.0,0.5167,910.0
haridravathi,961.0,961.0,0.1665,1791.0,1.0,1.0,0.789,3.0,0.5084,1068.0
heddharipura,1310.0,1310.0,0.1834,1340.0,1.0,1.0,0.789,3.0,0.525,772.0
hosuru(sampekatte),843.0,843.0,0.2005,993.0,1.0,1.0,0.789,3.0,0.5408,562.0
humcha,1325.0,1325.0,0.2114,806.0,1.0,1.0,0.789,3.0,0.5504,437.0
jeni,700.0,700.0,0.1348,2944.0,1.0,1.0,0.789,3.0,0.4738,1842.0
karimane,480.0,480.0,0.1861,1282.0,1.0,1.0,0.789,3.0,0.5276,736.0
kenchanala,839.0,839.0,0.1698,1681.0,1.0,1.0,0.789,3.0,0.5117,1010.0
koduru,1493.0,1493.0,0.1709,1656.0,1.0,1.0,0.789,3.0,0.5127,993.0
m.guddekoppa,1435.0,1435.0,0.1872,1258.0,1.0,1.0,0.789,3.0,0.5285,718.0
maruthipura,1699.0,1699.0,0.163,1900.0,1.0,1.0,0.789,3.0,0.5047,1127.0
mumbaru,662.0,662.0,0.1744,1561.0,1.0,1.0,0.789,3.0,0.5162,919.0
nagara,995.0,995.0,0.1742,1568.0,1.0,1.0,0.789,3.0,0.5161,921.0
nitturu,1155.0,1155.0,0.1777,1477.0,1.0,1.0,0.789,3.0,0.5194,863.0
purappemane,729.0,729.0,0.2629,260.0,1.0,1.0,0.789,3.0,0.5919,134.0
reppanpete,1486.0,1486.0,0.2227,642.0,1.0,1.0,0.789,3.0,0.5601,327.0
sonale,960.0,960.0,0.2177,702.0,1.0,1.0,0.789,3.0,0.5558,381.0
sulagodu,910.0,910.0,0.1681,1738.0,1.0,1.0,0.789,3.0,0.5099,1039.0
trinive,170.0,170.0,0.2031,942.0,1.0,1.0,0.789,3.0,0.5432,535.0
yaduru,441.0,441.0,0.2143,761.0,1.0,1.0,0.789,3.0,0.5529999999999999,406.0
achapura,1107.0,1107.0,0.2184,689.0,0.879,5288.0,0.732,660.0,0.5199,853.0
anandapura,1778.0,1778.0,0.2167,720.0,1.0,1.0,0.7153,1180.0,0.5372,610.0
aralagodu,704.0,704.0,0.1665,1793.0,0.9758,2796.0,0.669,2812.0,0.4772,1738.0
avinahalli,1379.0,1379.0,0.2045,908.0,1.0,1.0,0.6747,2624.0,0.5167,911.0
banukuli,799.0,799.0,0.1409,2691.0,1.0,1.0,0.6965,1842.0,0.4613,2197.0
baruru,698.0,698.0,0.1517,2249.0,1.0,1.0,0.6272,4085.0,0.4565,2350.0
bhimanakone,833.0,833.0,0.1954,1103.0,1.0,1.0,0.6512,3428.0,0.503,1167.0
bhimaneri,885.0,885.0,0.2486,379.0,1.0,1.0,0.6823,2364.0,0.5536,398.0
channagonda,767.0,767.0,0.1372,2844.0,1.0,1.0,0.677,2544.0,0.4529,2490.0
gowthamapura,1084.0,1084.0,0.1956,1099.0,0.951,4134.0,0.6913,2033.0,0.5047,1128.0
heggodu,1401.0,1401.0,0.2138,771.0,1.0,1.0,0.7267,812.0,0.5376,601.0
herenelluru,928.0,928.0,0.18,1417.0,0.9758,2796.0,0.5916,4769.0,0.4702,1928.0
hirebilagunji,395.0,395.0,0.2005,994.0,0.9758,2796.0,0.7407,470.0,0.5253,766.0
hosuru,845.0,845.0,0.1755,1523.0,0.9758,2796.0,0.7015,1649.0,0.4935,1373.0
kalmane,879.0,879.0,0.2237,628.0,1.0,1.0,0.7071,1463.0,0.5408,561.0
kandika,1023.0,1023.0,0.2623,263.0,1.0,1.0,0.6965,1844.0,0.5674,262.0
kanle,829.0,829.0,0.2006,989.0,1.0,1.0,0.6365,3842.0,0.5035,1151.0
keladi,1094.0,1094.0,0.1886,1233.0,0.9758,2796.0,0.6638,2987.0,0.4962,1305.0
koluru,321.0,321.0,0.1637,1883.0,1.0,1.0,0.6965,1843.0,0.4849,1553.0
kudaruru,980.0,980.0,0.1379,2817.0,1.0,1.0,0.6343,3893.0,0.4439,2796.0
malve,423.0,423.0,0.2133,778.0,1.0,1.0,0.6704,2774.0,0.5229,814.0
maratturu,869.0,869.0,0.2316,539.0,1.0,1.0,0.7063,1489.0,0.5469,481.0
masuru,600.0,600.0,0.2114,805.0,1.0,1.0,0.6802,2436.0,0.5239,795.0
nadakalasi,457.0,457.0,0.2265,597.0,0.9758,2796.0,0.722,971.0,0.5424,545.0
padavagodu,925.0,925.0,0.215,750.0,1.0,1.0,0.6824,2360.0,0.5274,738.0
sannashanubhog,889.0,889.0,0.163,1898.0,1.0,1.0,0.6168,4319.0,0.465,2086.0
shiravanthe,470.0,470.0,0.2358,499.0,1.0,1.0,0.6783,2502.0,0.5428,537.0
syduru,799.0,799.0,0.1544,2171.0,0.951,4134.0,0.6088,4486.0,0.4471,2685.0
talaguppa,189.0,189.0,0.2332,520.0,1.0,1.0,0.6984,1764.0,0.5461,492.0
talavata,686.0,686.0,0.191,1191.0,1.0,1.0,0.6813,2400.0,0.5067,1091.0
tumari,826.0,826.0,0.1734,1591.0,0.9758,2796.0,0.6845,2291.0,0.4875,1517.0
tyagarthi,784.0,784.0,0.2005,992.0,0.9758,2796.0,0.6801,2440.0,0.5105,1030.0
ulluru,358.0,358.0,0.2319,536.0,1.0,1.0,0.7008,1675.0,0.5457,495.0
yadajigalemane,678.0,678.0,0.2045,910.0,1.0,1.0,0.7031,1596.0,0.5239,797.0
yadehalli,301.0,301.0,0.1705,1665.0,1.0,1.0,0.6765,2562.0,0.4868,1530.0
agraharamuchadi,781.0,781.0,0.1262,3348.0,0.9758,2796.0,0.5884,4814.0,0.4168,3702.0
amatekoppa,1007.0,1007.0,0.1657,1817.0,1.0,1.0,0.5156,5511.0,0.4404,2908.0
arasinagere,494.0,494.0,0.0946,4635.0,1.0,1.0,0.5822,4906.0,0.3805,4610.0
baganakatte,807.0,807.0,0.1232,3481.0,0.9758,2796.0,0.6496,3478.0,0.4274,3358.0
beguru,1002.0,1002.0,0.1642,1865.0,0.9758,2796.0,0.4787,5660.0,0.4249,3445.0
belagavi,1243.0,1243.0,0.1355,2915.0,0.9758,2796.0,0.5103,5542.0,0.4071,3966.0
chikkajamburu,339.0,339.0,0.147,2445.0,1.0,1.0,0.6417,3691.0,0.4552,2395.0
chikkamagadi,774.0,774.0,0.1197,3613.0,1.0,1.0,0.5135,5523.0,0.3947,4284.0
churchugundi,577.0,577.0,0.1454,2497.0,1.0,1.0,0.5614,5163.0,0.4337,3151.0
esuru,715.0,715.0,0.1434,2585.0,1.0,1.0,0.6583,3184.0,0.4554,2387.0
gama,821.0,821.0,0.2121,795.0,0.9758,2796.0,0.7269,804.0,0.5318,664.0
gogga,608.0,608.0,0.1084,4088.0,0.951,4134.0,0.7364,554.0,0.4234,3494.0
guddadathummenakatte,504.0,504.0,0.163,1902.0,0.9758,2796.0,0.6288,4038.0,0.4641,2113.0
harigi,722.0,722.0,0.1922,1165.0,1.0,1.0,0.6365,3847.0,0.4964,1298.0
harogoppa,617.0,617.0,0.1314,3118.0,0.8992,5081.0,0.5359,5386.0,0.3986,4189.0
herejamburu,1306.0,1306.0,0.1616,1945.0,0.9758,2796.0,0.6479,3525.0,0.4675,2012.0
hittala,712.0,712.0,0.2288,572.0,1.0,1.0,0.7047,1544.0,0.5443,521.0
jakkanahalli,859.0,859.0,0.1914,1186.0,0.951,4134.0,0.6765,2566.0,0.4975,1285.0
jakkinakoppa,695.0,695.0,0.0821,5059.0,0.951,4134.0,0.6067,4518.0,0.3618,4967.0
kaginalli,288.0,288.0,0.1816,1370.0,1.0,1.0,0.4835,5648.0,0.4445,2778.0
kappanahalli,876.0,876.0,0.1956,1098.0,0.9758,2796.0,0.5539999999999999,5225.0,0.4729,1857.0
kittadahalli,968.0,968.0,0.155,2150.0,0.9758,2796.0,0.5973,4682.0,0.4487,2625.0
koratigere,1058.0,1058.0,0.1209,3569.0,0.951,4134.0,0.5474,5293.0,0.3977,4204.0
malavalli,1042.0,1042.0,0.1638,1882.0,0.9255,4748.0,0.6235,4173.0,0.4555,2379.0
manchikoppa,914.0,914.0,0.1295,3205.0,1.0,1.0,0.6723,2710.0,0.4433,2827.0
maravalli,602.0,602.0,0.131,3135.0,1.0,1.0,0.6326,3938.0,0.436,3072.0
mattikote,1114.0,1114.0,0.1557,2121.0,1.0,1.0,0.4945,5607.0,0.4254,3421.0
muddanahalli,891.0,891.0,0.1793,1431.0,0.951,4134.0,0.6907,2049.0,0.4902,1446.0
mudubasiddapura,561.0,561.0,0.1822,1357.0,1.0,1.0,0.62,4248.0,0.4834,1587.0
nelavagilu,765.0,765.0,0.1887,1232.0,1.0,1.0,0.6917,2025.0,0.5072,1082.0
saluru,1216.0,1216.0,0.1803,1408.0,0.9758,2796.0,0.7252,861.0,0.5034,1153.0
sunnadakoppa,1009.0,1009.0,0.1334,3015.0,1.0,1.0,0.6234,4178.0,0.4365,3055.0
thadagani,832.0,832.0,0.1897,1219.0,1.0,1.0,0.6229,4188.0,0.4907,1432.0
thalagunda,915.0,915.0,0.1696,1690.0,0.9758,2796.0,0.6634,3002.0,0.4789,1683.0
tharalagatta,777.0,777.0,0.1532,2210.0,0.8578,5472.0,0.6468,3561.0,0.4397,2946.0
thogarsi,976.0,976.0,0.1813,1386.0,1.0,1.0,0.5259,5461.0,0.4568,2340.0
udagani,207.0,207.0,0.2061,887.0,0.9758,2796.0,0.6977,1794.0,0.5196,860.0
abbalagere,1124.0,1124.0,0.2543,325.0,1.0,1.0,0.7166,1143.0,0.5670000000000001,270.0
agasavalli,631.0,631.0,0.1949,1113.0,1.0,1.0,0.6895,2097.0,0.5122,1000.0
ayanuru-i,1058.0,1058.0,0.2033,937.0,1.0,1.0,0.6774,2527.0,0.5164,915.0
b.beeranahalli,1233.0,1233.0,0.2167,723.0,1.0,1.0,0.7478,351.0,0.5452,507.0
balekoppa,633.0,633.0,0.1674,1762.0,1.0,1.0,0.7741,101.0,0.506,1110.0
choradi,313.0,313.0,0.2046,905.0,1.0,1.0,0.7267,809.0,0.5298,703.0
gajanuru,431.0,431.0,0.2259,603.0,1.0,1.0,0.7206,1017.0,0.546,493.0
hadonahalli,416.0,416.0,0.2446,419.0,1.0,1.0,0.7643,149.0,0.5718,240.0
haramagatta,1166.0,1166.0,0.2249,619.0,0.9758,2796.0,0.7427,435.0,0.5462,490.0
hasudi,733.0,735.0,0.1045,4231.0,1.0,1.0,0.6353,3874.0,0.4049,4024.0
holebenavalli,984.0,984.0,0.1932,1148.0,0.951,4134.0,0.6995,1729.0,0.5046,1133.0
kadekallu,1042.0,1042.0,0.2316,541.0,1.0,1.0,0.6992,1741.0,0.545,509.0
kommanalu,897.0,897.0,0.2017,968.0,0.951,4134.0,0.7129,1260.0,0.5152,941.0
konagavalli,1232.0,1232.0,0.1666,1788.0,0.951,4134.0,0.7501,309.0,0.4916,1407.0
koralahalli,651.0,651.0,0.2427,439.0,1.0,1.0,0.7051,1526.0,0.5552,385.0
koteganguru,794.0,794.0,0.1994,1013.0,1.0,1.0,0.6971,1818.0,0.518,887.0
kudli,969.0,969.0,0.2316,540.0,1.0,1.0,0.6788,2482.0,0.5397,577.0
kumsi,1619.0,1619.0,0.2836,155.0,1.0,1.0,0.7336,614.0,0.5926,132.0
kunchenahalli,737.0,737.0,0.1201,3604.0,1.0,1.0,0.5706,5058.0,0.4092,3910.0
mandagatta,1255.0,1255.0,0.1867,1271.0,1.0,1.0,0.7416,452.0,0.5173,901.0
matturu,439.0,439.0,0.2257,607.0,1.0,1.0,0.6311,3978.0,0.5222,824.0
melinahanasavadi,975.0,975.0,0.2789,174.0,1.0,1.0,0.7109,1327.0,0.5831,172.0
nidige-i,955.0,955.0,0.266,230.0,1.0,1.0,0.6582,3187.0,0.5594,332.0
pillangere,773.0,773.0,0.258,288.0,1.0,1.0,0.6712,2747.0,0.5574,357.0
puradalu,232.0,232.0,0.1985,1031.0,1.0,1.0,0.7299,719.0,0.5252,767.0
ramanagara,474.0,474.0,0.1542,2174.0,1.0,1.0,0.7694,124.0,0.4913,1416.0
santhekaduru,462.0,462.0,0.2041,920.0,1.0,1.0,0.6603,3122.0,0.5127,995.0
shettyhalli,675.0,675.0,0.2269,590.0,1.0,1.0,0.7119,1294.0,0.5446,515.0
suguru,940.0,940.0,0.2513,353.0,0.9758,2796.0,0.6436,3643.0,0.5404,569.0
thammadihalli,1100.0,1100.0,0.2137,773.0,1.0,1.0,0.6919,2015.0,0.5288,715.0
umblebilu,1003.0,1003.0,0.1844,1312.0,1.0,1.0,0.6743,2639.0,0.4991,1244.0
agasanahalli,1245.0,1245.0,0.1528,2222.0,1.0,1.0,0.7306,697.0,0.4815,1622.0
anavatti,1858.0,1858.0,0.2231,638.0,0.9758,2796.0,0.7449,402.0,0.5453,502.0
barangi,753.0,753.0,0.1479,2409.0,0.951,4134.0,0.731,685.0,0.4684,1980.0
bilavalni,917.0,917.0,0.1677,1749.0,1.0,1.0,0.6963,1851.0,0.4888,1494.0
chandragutti,1140.0,1140.0,0.1748,1546.0,0.9758,2796.0,0.6871,2191.0,0.4893,1481.0
dyavanahalli,831.0,831.0,0.1715,1644.0,1.0,1.0,0.7081,1432.0,0.4952,1328.0
gendla,714.0,714.0,0.1844,1311.0,0.9758,2796.0,0.6998,1715.0,0.5012,1204.0
guduvi,785.0,785.0,0.1605,1966.0,1.0,1.0,0.7361,564.0,0.4907,1431.0
halesorab,1315.0,1315.0,0.1923,1164.0,0.9255,4748.0,0.7006,1690.0,0.4996,1236.0
hanchi,1399.0,1399.0,0.1704,1668.0,0.8578,5472.0,0.7778,84.0,0.4844,1563.0
harishi,1265.0,1265.0,0.1743,1566.0,0.951,4134.0,0.7143,1215.0,0.491,1423.0
heche,921.0,921.0,0.1723,1621.0,1.0,1.0,0.6866,2206.0,0.4909,1427.0
hosabale,853.0,853.0,0.2039,924.0,0.9758,2796.0,0.7193,1055.0,0.5231,813.0
